EMOTYPE,EMOLEVEL,LOADLEVEL,POSI1,POSI2,POSILOGI,ACCU1,ACCU2,RT1,RT2
ANGRY,STRONG,HIGH,0,1,0,1.000000,1.000000,0.799540,0.700954
ANGRY,STRONG,HIGH,1,0,0,1.000000,1.000000,0.949359,1.050833
ANGRY,STRONG,HIGH,0,0,1,1.000000,0.000000,0.883154,1.284137
SAD,LOW,HIGH,0,1,0,1.000000,1.000000,1.066173,0.583046
SAD,LOW,HIGH,1,1,1,1.000000,1.000000,0.949725,0.616266
SAD,LOW,HIGH,0,1,0,1.000000,1.000000,0.849782,0.532963
SAD,LOW,HIGH,0,1,0,1.000000,1.000000,0.649643,0.632973
SAD,LOW,HIGH,0,0,1,1.000000,1.000000,1.049702,0.649786
SAD,LOW,HIGH,1,1,1,1.000000,1.000000,0.866195,0.899608
SAD,LOW,HIGH,1,0,0,1.000000,1.000000,1.016420,0.732942
SAD,LOW,HIGH,1,1,1,1.000000,1.000000,0.799479,0.632969
SAD,LOW,HIGH,0,1,0,1.000000,1.000000,0.799547,0.466314
SAD,LOW,HIGH,0,1,0,1.000000,1.000000,0.749810,0.882955
SAD,LOW,HIGH,1,0,0,1.000000,1.000000,0.999675,1.149577
SAD,LOW,HIGH,1,1,1,1.000000,1.000000,0.816230,0.549638
SAD,LOW,HIGH,0,0,1,1.000000,1.000000,0.916587,0.666360
SAD,LOW,HIGH,1,1,1,1.000000,1.000000,1.132754,0.966465
SAD,LOW,HIGH,1,1,1,1.000000,1.000000,0.816199,0.882941
SAD,LOW,HIGH,0,1,0,1.000000,0.000000,1.449746,1.132950
SAD,LOW,HIGH,1,1,1,1.000000,1.000000,0.982886,1.299563
SAD,LOW,HIGH,0,0,1,1.000000,1.000000,1.149491,0.832918
SAD,LOW,HIGH,1,0,0,1.000000,1.000000,0.899536,0.599650
SAD,LOW,HIGH,0,1,0,1.000000,1.000000,1.166359,0.866310
SAD,STRONG,HIGH,0,1,0,1.000000,0.000000,0.783150,0.568060
SAD,STRONG,HIGH,1,1,1,1.000000,1.000000,1.216564,0.867551
SAD,STRONG,HIGH,0,1,0,1.000000,1.000000,0.933159,0.550850
SAD,STRONG,HIGH,0,1,0,1.000000,1.000000,0.699550,0.884099
SAD,STRONG,HIGH,0,0,1,1.000000,1.000000,0.849836,0.667511
SAD,STRONG,HIGH,1,1,1,1.000000,1.000000,1.149797,0.750709
SAD,STRONG,HIGH,1,0,0,1.000000,1.000000,0.849438,0.517486
SAD,STRONG,HIGH,1,1,1,1.000000,1.000000,0.916464,0.800810
SAD,STRONG,HIGH,0,1,0,0.000000,0.000000,0.916461,1.067475
SAD,STRONG,HIGH,0,1,0,1.000000,1.000000,0.899716,0.817390
SAD,STRONG,HIGH,1,0,0,1.000000,1.000000,0.949817,1.384145
SAD,STRONG,HIGH,1,1,1,1.000000,1.000000,1.133149,0.750773
SAD,STRONG,HIGH,0,0,1,1.000000,1.000000,0.983165,1.234173
SAD,STRONG,HIGH,1,1,1,1.000000,1.000000,0.916139,0.717486
SAD,STRONG,HIGH,1,1,1,1.000000,1.000000,1.016472,0.934113
SAD,STRONG,HIGH,0,1,0,1.000000,1.000000,1.849403,0.900939
SAD,STRONG,HIGH,1,1,1,1.000000,1.000000,0.816204,0.634144
SAD,STRONG,HIGH,0,0,1,1.000000,1.000000,1.049523,0.650769
SAD,STRONG,HIGH,1,0,0,1.000000,1.000000,0.716446,0.617465
SAD,STRONG,HIGH,0,1,0,1.000000,1.000000,0.666313,0.400908
ANGRY,LOW,LOW,0,0,1,1.000000,1.000000,0.849859,0.683004
ANGRY,LOW,LOW,1,0,0,1.000000,1.000000,0.916299,0.583182
ANGRY,LOW,LOW,1,0,0,1.000000,1.000000,0.949464,0.649511
ANGRY,LOW,LOW,1,0,0,1.000000,1.000000,0.832840,0.416332
ANGRY,LOW,LOW,0,0,1,1.000000,1.000000,0.766355,0.416336
ANGRY,LOW,LOW,0,0,1,1.000000,1.000000,1.016478,0.749632
ANGRY,LOW,LOW,1,0,0,1.000000,1.000000,0.716383,0.599663
ANGRY,LOW,LOW,1,0,0,1.000000,1.000000,0.866392,0.666287
ANGRY,LOW,LOW,0,0,1,1.000000,1.000000,0.716483,1.082955
ANGRY,LOW,LOW,1,0,0,1.000000,1.000000,0.882946,0.599631
ANGRY,LOW,LOW,1,1,1,1.000000,1.000000,1.016226,0.699612
ANGRY,LOW,LOW,0,0,1,1.000000,1.000000,0.716416,0.532969
ANGRY,LOW,LOW,1,0,0,1.000000,1.000000,0.866501,0.516330
ANGRY,LOW,LOW,0,1,0,1.000000,0.000000,0.999549,1.449583
ANGRY,LOW,LOW,0,0,1,1.000000,1.000000,0.816469,0.499664
ANGRY,LOW,LOW,0,1,0,1.000000,1.000000,0.683128,0.582918
ANGRY,LOW,LOW,1,1,1,0.000000,0.000000,0.716394,2.016270
ANGRY,LOW,LOW,1,1,1,1.000000,0.000000,0.749761,1.032936
ANGRY,LOW,LOW,0,0,1,1.000000,1.000000,0.899472,1.233019
ANGRY,LOW,LOW,0,1,0,1.000000,1.000000,0.749402,1.599711
ANGRY,STRONG,LOW,0,0,1,1.000000,1.000000,0.816940,0.601337
ANGRY,STRONG,LOW,1,0,0,1.000000,1.000000,0.749511,1.384069
ANGRY,STRONG,LOW,1,0,0,1.000000,1.000000,0.715208,0.434320
ANGRY,STRONG,LOW,1,0,0,1.000000,1.000000,0.783168,0.517500
ANGRY,STRONG,LOW,0,0,1,1.000000,1.000000,0.699522,0.750758
ANGRY,STRONG,LOW,0,0,1,1.000000,1.000000,1.316110,0.601944
ANGRY,STRONG,LOW,1,0,0,1.000000,1.000000,0.799700,0.750825
ANGRY,STRONG,LOW,1,0,0,1.000000,0.000000,1.016398,0.700822
ANGRY,STRONG,LOW,0,0,1,1.000000,1.000000,0.816473,0.584222
ANGRY,STRONG,LOW,1,0,0,1.000000,1.000000,0.733157,0.567636
ANGRY,STRONG,LOW,1,1,1,1.000000,1.000000,0.766480,0.517497
ANGRY,STRONG,LOW,0,0,1,1.000000,1.000000,0.649674,0.617575
ANGRY,STRONG,LOW,1,0,0,1.000000,1.000000,0.649690,0.400711
ANGRY,STRONG,LOW,0,1,0,1.000000,1.000000,0.866123,0.534138
ANGRY,STRONG,LOW,0,0,1,1.000000,1.000000,0.682958,0.500826
ANGRY,STRONG,LOW,0,1,0,1.000000,1.000000,0.866495,0.450635
ANGRY,STRONG,LOW,1,1,1,1.000000,1.000000,0.849704,0.534121
ANGRY,STRONG,LOW,1,1,1,1.000000,1.000000,0.866466,0.467398
ANGRY,STRONG,LOW,0,0,1,1.000000,1.000000,0.883114,0.700824
ANGRY,STRONG,LOW,0,1,0,1.000000,1.000000,0.749710,0.617505
